time,温度,湿度,A,B,C,是否故障
2025-04-01 00:27:54,38.316,47.289,76.136,10.698,54.951,1
2025-04-01 00:27:55,41.495,21.638,68.054,10.256,81.267,1
2025-04-01 00:27:56,41.291,20.684,72.561,10.42,79.193,1
2025-04-01 00:27:57,41.479,21.158,69.314,10.26,92.366,1
2025-04-01 00:27:58,38.502,20.427,60.255,10.134,95.511,1
2025-04-01 00:27:59,39.757,22.179,68.58,10.253,89.468,1
2025-04-01 00:28:00,38.852,23.06,75.436,10.231,100.832,1
2025-04-01 00:28:01,38.732,22.334,63.136,10.338,89.835,1
2025-04-01 00:28:02,38.079,20.728,81.913,10.23,95.474,1
2025-04-01 00:28:03,37.939,24.078,67.434,9.846,73.726,1
2025-04-01 00:28:04,34.981,23.638,68.044,10.252,93.427,1
2025-04-01 00:28:05,37.797,21.976,69.227,10.137,88.578,1
2025-04-01 00:28:06,38.97,24.043,72.012,10.511,95.928,1
2025-04-01 00:28:07,37.721,22.907,68.494,10.149,64.54,1
2025-04-01 00:28:08,40.502,24.144,78.33,10.117,62.384,1
2025-04-01 00:28:09,34.011,22.959,71.366,10.208,101.097,1
2025-04-01 00:28:10,40.702,23.371,72.823,10.133,83.254,1
2025-04-01 00:28:11,35.195,23.577,76.941,9.67,90.028,1
2025-04-01 00:28:12,40.853,24.172,76.007,9.987,97.998,1
2025-04-01 00:28:13,37.767,23.193,91.769,9.858,94.675,1
2025-04-01 00:28:14,42.132,23.918,80.538,9.962,69.239,1
2025-04-01 00:28:15,40.394,24.46,86.85,9.858,72.412,1
2025-04-01 00:28:16,28.705,22.348,81.485,9.99,84.375,1
2025-04-01 00:28:17,27.294,21.99,80.972,10.156,82.662,1
2025-04-01 00:28:18,21.49,23.781,79.503,9.665,75.09,1
2025-04-01 00:28:19,21.15,23.577,83.917,9.995,77.437,1
2025-04-01 00:28:20,26.44,43.592,75.111,9.624,71.7,1
2025-04-01 00:28:21,19.989,43.206,75.964,9.609,79.133,1
2025-04-01 00:28:22,26.783,43.453,72.12,9.795,85.036,1
2025-04-01 00:28:23,24.083,43.803,79.243,9.69,74.888,1
2025-04-01 00:28:24,24.737,42.704,80.813,9.767,82.641,1
2025-04-01 00:28:25,22.908,44.198,83.141,9.936,79.998,1
2025-04-01 00:28:26,24.905,45.839,76.44,9.633,82.371,1
2025-04-01 00:28:27,21.699,43.807,78.107,9.737,82.301,1
2025-04-01 00:28:28,23.786,43.851,81.421,9.556,84.357,1
2025-04-01 00:28:29,18.244,42.745,84.448,9.719,75.142,1
2025-04-01 00:28:30,25.086,45.342,81.231,9.721,72.12,1
2025-04-01 00:28:31,21.336,23.901,80.812,9.485,75.549,1
2025-04-01 00:28:32,24.806,23.459,79.111,9.795,68.29,1
2025-04-01 00:28:33,21.079,23.158,74.133,9.679,79.381,1
2025-04-01 00:28:34,26.7,-5.55,81.956,9.513,76.296,1
2025-04-01 00:28:35,26.286,-5.011,73.758,20.608,77.744,1
2025-04-01 00:28:36,39.134,-5.288,75.031,20.382,73.583,1
2025-04-01 00:28:37,37.526,-4.772,75.509,20.219,81.495,1
2025-04-01 00:28:38,38.705,-4.947,71.868,20.139,71.333,1
2025-04-01 00:28:39,37.89,-5.057,67.362,20.636,73.315,1
2025-04-01 00:28:40,35.84,-5.202,71.459,20.708,79.078,1
2025-04-01 00:28:41,40.17,-5.876,59.742,19.955,81.984,1
2025-04-01 00:28:42,42.28,-6.972,69.11,19.908,70.689,1
2025-04-01 00:28:43,36.434,-5.768,65.602,19.965,80.709,1
2025-04-01 00:28:44,34.074,-32.247,68.343,39.312,71.348,1
2025-04-01 00:28:45,36.959,-32.014,69.236,39.113,81.002,1
2025-04-01 00:28:46,38.348,-32.242,58.752,38.829,73.797,1
2025-04-01 00:28:47,34.998,-31.424,64.206,38.623,72.777,1
2025-04-01 00:28:48,35.294,-56.68,63.153,38.708,72.943,1
2025-04-01 00:28:49,36.481,-56.825,67.919,37.887,74.125,1
2025-04-01 00:28:50,39.511,-56.814,66.295,38.38,69.455,1
2025-04-01 00:28:51,34.506,-55.394,60.445,38.556,78.65,1
2025-04-01 00:28:52,40.161,-56.627,63.736,39.758,71.546,1
2025-04-01 00:28:53,38.509,-56.75,62.092,37.777,73.049,1
2025-04-01 00:28:54,33.739,-55.585,63.08,37.542,74.822,1
2025-04-01 00:28:55,36.183,-56.032,67.251,39.567,83.348,1
2025-04-01 00:28:56,37.025,-56.985,53.528,39.058,77.559,1
2025-04-01 00:28:57,31.367,-56.242,71.481,39.046,66.412,1
2025-04-01 00:28:58,36.832,-56.353,55.002,22.225,53.94,1
2025-04-01 00:28:59,28.945,-30.187,53.396,22.058,60.085,1
2025-04-01 00:29:00,39.889,-30.179,59.254,21.65,56.043,1
2025-04-01 00:29:01,37.39,-29.4,69.394,22.096,96.631,1
2025-04-01 00:29:02,40.18,-28.945,67.097,22.276,74.9,1
2025-04-01 00:29:03,37.691,-28.972,68.703,22.491,67.231,1
2025-04-01 00:29:04,34.666,-30.111,63.352,22.244,64.815,1
2025-04-01 00:29:05,34.038,-29.391,72.316,21.951,52.252,1
2025-04-01 00:29:06,34.922,-28.887,59.266,22.433,64.336,1
2025-04-01 00:29:07,37.89,-30.19,69.462,22.481,70.417,1
2025-04-01 00:29:08,41.938,-30.739,67.138,22.036,70.564,1
2025-04-01 00:29:09,46.096,-29.779,59.962,22.13,73.515,1
2025-04-01 00:29:10,49.298,-28.158,62.457,22.592,87.811,1
2025-04-01 00:29:11,43.999,-28.922,64.619,22.049,67.421,1
2025-04-01 00:29:12,49.117,-28.832,63.709,21.671,61.332,1
2025-04-01 00:29:13,45.15,-29.337,67.147,22.197,85.265,1
2025-04-01 00:29:14,45.005,-28.386,75.913,22.249,88.556,1
2025-04-01 00:29:15,44.184,-29.539,62.714,22.354,70.941,1
2025-04-01 00:29:16,42.771,-28.873,62.961,22.254,61.419,1
2025-04-01 00:29:17,43.82,-29.369,60.28,22.422,84.203,1
2025-04-01 00:29:18,48.829,-29.716,76.111,22.416,79.301,1
2025-04-01 00:29:19,47.799,-29.478,62.542,22.582,82.18,1
2025-04-01 00:29:20,46.932,-30.182,70.034,21.927,69.156,1
2025-04-01 00:29:21,46.125,-30.06,69.764,21.924,55.275,1
2025-04-01 00:29:22,48.373,-29.882,68.569,22.983,72.289,1
2025-04-01 00:29:23,50.286,-29.386,60.441,22.52,60.181,1
2025-04-01 00:29:24,47.429,-31.16,53.435,22.595,101.593,1
2025-04-01 00:29:25,47.651,-30.804,71.545,21.615,61.041,1
2025-04-01 00:29:26,42.078,-28.762,80.45,22.394,76.097,1
2025-04-01 00:29:27,46.198,-28.865,69.31,22.31,68.481,1
2025-04-01 00:29:28,46.591,-30.367,65.404,22.613,85.154,1
2025-04-01 00:29:29,47.394,-30.145,72.544,22.912,74.453,1
2025-04-01 00:29:30,46.389,-31.115,66.665,22.855,84.613,1
2025-04-01 00:29:31,51.282,-29.406,57.463,22.917,71.171,1
2025-04-01 00:29:32,51.109,-30.065,76.076,22.783,66.936,1
2025-04-01 00:29:33,45.296,-29.407,70.046,22.481,77.232,1
2025-04-01 00:29:34,47.679,-31.822,77.962,23.18,90.837,1
2025-04-01 00:29:35,55.547,-30.783,56.389,22.948,84.918,1
2025-04-01 00:29:36,52.779,-31.392,87.406,23.097,72.72,1
2025-04-01 00:29:37,41.913,-30.804,73.888,11.429,62.743,1
2025-04-01 00:29:38,49.497,-29.788,65.369,11.465,73.111,1
2025-04-01 00:29:39,53.913,-32.057,64.997,11.499,48.279,1
2025-04-01 00:29:40,47.49,-31.513,71.048,11.43,96.806,1
2025-04-01 00:29:41,50.464,-31.637,68.459,11.746,94.738,1
2025-04-01 00:29:42,41.795,-31.337,69.194,20.14,69.236,1
2025-04-01 00:29:43,46.22,-30.599,67.923,20.47,69.505,1
2025-04-01 00:29:44,50.489,-31.046,68.22,20.498,72.037,1
2025-04-01 00:29:45,49.849,-32.729,71.8,20.24,97.239,1
2025-04-01 00:29:46,49.092,-30.446,62.978,19.837,69.688,1
2025-04-01 00:29:47,46.813,-30.859,78.599,20.821,66.506,1
2025-04-01 00:29:48,50.84,-30.225,68.675,20.274,53.371,1
2025-04-01 00:29:49,50.718,-1.636,80.019,20.434,98.635,1
2025-04-01 00:29:50,32.389,-1.93,67.762,19.813,97.674,1
2025-04-01 00:29:51,28.398,-1.072,80.06,20.471,64.693,1
2025-04-01 00:29:52,33.956,-1.536,68.151,20.227,65.79,1
2025-04-01 00:29:53,31.434,-1.923,62.666,20.592,63.238,1
2025-04-01 00:29:54,36.382,25.28,69.763,20.7,91.857,1
2025-04-01 00:29:55,33.74,26.546,65.57,20.765,75.254,1
2025-04-01 00:29:56,33.636,26.63,60.294,20.312,90.714,1
2025-04-01 00:29:57,36.039,24.807,65.012,20.454,62.741,1
2025-04-01 00:29:58,29.676,24.398,65.886,20.763,64.485,1
2025-04-01 00:29:59,33.559,22.952,63.775,20.678,83.205,1
2025-04-01 00:30:00,23.586,26.17,75.977,20.417,86.285,1
2025-04-01 00:30:01,23.639,24.5,62.05,20.588,89.741,1
2025-04-01 00:30:02,24.982,1.264,65.16,20.494,66.793,1
2025-04-01 00:30:03,22.455,21.901,70.154,20.017,64.952,1
2025-04-01 00:30:04,19.877,47.35,72.533,20.694,114.004,1
2025-04-01 00:30:05,25.956,46.526,66.507,40.059,70.945,1
2025-04-01 00:30:06,26.328,45.887,70.414,41.283,90.203,1
2025-04-01 00:30:07,23.658,45.639,67.099,40.791,64.465,1
2025-04-01 00:30:08,18.034,45.931,69.979,39.324,84.398,1
2025-04-01 00:30:09,25.721,45.194,77.933,40.881,78.314,1
2025-04-01 00:30:10,21.702,45.734,76.149,40.457,81.092,1
2025-04-01 00:30:11,24.988,45.634,65.685,40.34,75.457,1
2025-04-01 00:30:12,23.535,46.194,66.858,39.192,88.858,1
2025-04-01 00:30:13,35.865,46.027,68.199,39.514,76.77,1
2025-04-01 00:30:14,38.264,45.616,69.211,40.972,88.947,1
2025-04-01 00:30:15,34.28,45.787,67.503,39.493,79.401,1
2025-04-01 00:30:16,38.679,46.227,65.866,39.862,91.832,1
2025-04-01 00:30:17,36.18,45.893,68.454,39.93,81.297,1
2025-04-01 00:30:18,39.27,46.303,66.665,39.929,65.363,1
2025-04-01 00:30:19,34.945,44.221,74.366,39.921,52.133,1
2025-04-01 00:30:20,35.47,44.625,72.99,40.282,63.724,1
2025-04-01 00:30:21,34.265,42.77,73.23,39.025,115.02,1
2025-04-01 00:30:22,40.911,45.406,71.852,38.934,98.993,1
2025-04-01 00:30:23,34.925,42.244,74.226,39.362,70.879,1
2025-04-01 00:30:24,35.469,43.419,71.236,39.661,101.24,1
2025-04-01 00:30:25,42.132,45.203,72.864,39.019,96.978,1
2025-04-01 00:30:26,32.119,44.953,69.699,39.039,87.895,1
2025-04-01 00:30:27,35.963,43.966,70.059,38.938,87.83,1
2025-04-01 00:30:28,39.223,45.168,73.59,39.577,79.393,1
2025-04-01 00:30:29,37.377,44.119,71.983,38.523,83.38,1
2025-04-01 00:30:30,39.795,44.52,68.927,39.196,84.988,1
2025-04-01 00:30:31,39.798,43.636,81.392,38.561,78.459,1
2025-04-01 00:30:32,33.366,44.452,72.756,37.826,86.207,1
2025-04-01 00:30:33,37.419,43.472,72.074,37.821,70.8,1
2025-04-01 00:30:34,38.523,43.063,79.647,38.748,89.942,1
2025-04-01 00:30:35,35.289,42.919,83.512,37.923,98.437,1
2025-04-01 00:30:36,35.838,43.076,67.637,39.437,85.567,1
2025-04-01 00:30:37,37.831,44.266,86.753,38.117,77.086,1
2025-04-01 00:30:38,37.412,44.744,66.458,38.826,87.223,1
2025-04-01 00:30:39,37.92,43.082,77.133,37.98,87.476,1
2025-04-01 00:30:40,35.74,43.245,73.352,38.004,88.781,1
2025-04-01 00:30:41,34.604,43.605,76.407,38.865,80.561,1
2025-04-01 00:30:42,38.096,42.542,79.511,37.716,84.04,1
2025-04-01 00:30:43,39.105,43.226,82.845,38.225,74.408,1
2025-04-01 00:30:44,38.974,44.937,73.448,38.002,71.709,1
2025-04-01 00:30:45,35.976,42.957,74.758,37.773,76.799,1
2025-04-01 00:30:46,36.57,41.652,76.889,38.006,85.165,1
2025-04-01 00:30:47,36.577,42.243,75.679,37.516,85.282,1
2025-04-01 00:30:48,35.854,18.064,77.351,37.521,86.151,1
2025-04-01 00:30:49,25.196,16.44,73.168,37.298,84.294,1
2025-04-01 00:30:50,23.906,17.291,74.708,37.611,85.676,1
2025-04-01 00:30:51,23.971,16.286,81.518,37.956,82.4,1
2025-04-01 00:30:52,27.755,18.494,78.436,37.486,84.728,1
2025-04-01 00:30:53,25.454,16.617,80.797,37.354,85.613,1
2025-04-01 00:30:54,26.541,16.758,77.444,37.139,83.693,1
2025-04-01 00:30:55,27.817,17.486,77.389,37.867,83.251,1
2025-04-01 00:30:56,23.796,17.893,79.782,36.162,83.556,1
2025-04-01 00:30:57,24.882,16.863,77.576,37.435,92.145,1
2025-04-01 00:30:58,25.929,16.554,84.935,37.74,86.932,1
2025-04-01 00:30:59,23.424,16.902,75.447,36.786,83.622,1
2025-04-01 00:31:00,27.194,17.34,81.83,36.187,97.105,1
2025-04-01 00:31:01,25.065,17.433,71.123,36.151,75.297,1
2025-04-01 00:31:02,26.849,16.811,80.759,37.146,76.492,1
2025-04-01 00:31:03,24.242,15.756,75.847,36.209,87.166,1
2025-04-01 00:31:04,25.774,16.668,78.145,36.842,102.086,1
2025-04-01 00:31:05,23.558,-3.292,83.714,36.186,95.288,1
2025-04-01 00:31:06,28.678,-3.942,78.553,36.102,75.372,1
2025-04-01 00:31:07,23.504,-3.478,88.212,36.019,92.449,1
2025-04-01 00:31:08,20.709,-3.98,82.516,37.376,77.974,1
2025-04-01 00:31:09,26.686,-4.231,88.751,35.937,80.06,1
2025-04-01 00:31:10,26.46,-4.86,82.782,37.078,85.756,1
2025-04-01 00:31:11,24.407,-4.209,90.432,35.994,92.17,1
2025-04-01 00:31:12,32.189,-4.298,81.039,37.223,80.604,1
2025-04-01 00:31:13,25.487,18.848,77.756,36.424,90.883,1
2025-04-01 00:31:14,24.257,19.512,83.977,36.944,90.288,1
2025-04-01 00:31:15,27.233,19.303,74.793,36.135,82.198,1
2025-04-01 00:31:16,26.165,18.681,83.84,19.494,71.817,1
2025-04-01 00:31:17,22.852,18.985,95.397,19.147,84.473,1
2025-04-01 00:31:18,23.723,18.62,93.6,19.549,67.586,1
2025-04-01 00:31:19,22.101,19.758,91.771,19.197,77.295,1
2025-04-01 00:31:20,29.146,19.583,98.221,19.517,76.979,1
2025-04-01 00:31:21,24.331,19.252,97.156,19.448,83.477,1
2025-04-01 00:31:22,25.589,19.145,95.472,19.406,91.344,1
2025-04-01 00:31:23,25.194,19.419,90.29,18.789,81.067,1
2025-04-01 00:31:24,21.835,19.082,108.047,18.876,84.619,1
2025-04-01 00:31:25,23.391,19.572,103.407,19.574,81.152,1
2025-04-01 00:31:26,27.115,19.461,97.08,19.52,82.198,1
2025-04-01 00:31:27,26.628,19.244,101.329,19.617,87.351,1
2025-04-01 00:31:28,21.91,19.12,109.992,19.095,67.556,1
2025-04-01 00:31:29,28.146,19.284,110.259,19.513,80.786,1
2025-04-01 00:31:30,27.227,19.973,109.847,19.061,77.624,1
2025-04-01 00:31:31,21.476,19.245,105.458,19.654,74.101,1
2025-04-01 00:31:32,23.378,18.516,116.971,19.132,71.469,1
2025-04-01 00:31:33,24.662,18.821,115.414,19.539,71.52,1
2025-04-01 00:31:34,23.179,19.239,116.457,19.157,86.8,1
2025-04-01 00:31:35,24.413,20.288,112.757,19.55,63.193,1
2025-04-01 00:31:36,19.169,19.08,112.116,19.468,75.416,1
2025-04-01 00:31:37,24.037,19.675,121.829,19.749,95.665,1
2025-04-01 00:31:38,26.27,19.508,80.641,19.661,67.328,1
2025-04-01 00:31:39,27.738,20.112,89.435,19.591,71.246,1
2025-04-01 00:31:40,23.814,19.583,84.839,19.534,76.566,1
2025-04-01 00:31:41,28.828,19.443,99.375,19.929,81.035,1
2025-04-01 00:31:42,27.495,21.713,93.302,19.575,69.363,1
2025-04-01 00:31:43,21.476,20.734,89.601,20.097,68.586,1
2025-04-01 00:31:44,24.44,21.262,94.729,19.816,75.669,1
2025-04-01 00:31:45,24.055,21.333,95.702,10.245,74.718,1
2025-04-01 00:31:46,23.661,21.496,89.684,10.165,84.523,1
2025-04-01 00:31:47,20.945,42.258,83.685,10.102,79.781,1
2025-04-01 00:31:48,23.152,40.249,91.407,10.145,62.723,1
2025-04-01 00:31:49,25.011,41.319,87.072,10.289,61.094,1
2025-04-01 00:31:50,22.177,41.546,94.036,9.92,65.034,1
2025-04-01 00:31:51,22.419,41.177,104.982,10.39,74.359,1
2025-04-01 00:31:52,23.091,41.22,94.466,10.32,82.649,1
2025-04-01 00:31:53,23.651,41.527,102.355,10.344,75.026,1
2025-04-01 00:31:54,33.214,41.742,94.061,10.542,81.016,1
2025-04-01 00:31:55,35.646,41.349,103.173,10.6,51.074,1
2025-04-01 00:31:56,36.871,67.374,95.542,10.497,56.041,1
2025-04-01 00:31:57,42.044,66.68,98.345,10.238,66.004,1
2025-04-01 00:31:58,36.622,67.25,99.183,10.277,73.861,1
2025-04-01 00:31:59,33.91,67.283,108.313,10.59,80.556,1
2025-04-01 00:32:00,36.534,67.296,101.716,10.478,75.648,1
2025-04-01 00:32:01,38.288,67.32,104.938,5.651,65.871,1
2025-04-01 00:32:02,33.653,67.905,115.255,5.695,71.65,1
2025-04-01 00:32:03,36.661,66.171,112.932,5.659,83.714,1
2025-04-01 00:32:04,34.327,66.757,110.606,5.804,64.442,1
2025-04-01 00:32:05,31.966,67.275,102.604,5.662,85.6,1
2025-04-01 00:32:06,35.336,67.491,109.797,5.664,72.26,1
2025-04-01 00:32:07,37.514,68.111,113.633,5.535,73.043,1
2025-04-01 00:32:08,33.293,67.477,117.114,5.646,74.263,1
2025-04-01 00:32:09,38.492,67.449,121.941,5.675,81.687,1
2025-04-01 00:32:10,32.29,68.42,118.786,5.76,70.051,1
2025-04-01 00:32:11,37.488,68.976,110.241,5.631,68.831,1
2025-04-01 00:32:12,34.126,67.816,119.299,5.8,76.759,1
2025-04-01 00:32:13,38.81,68.435,126.575,5.684,68.805,1
2025-04-01 00:32:14,31.683,68.345,112.441,5.706,49.068,1
2025-04-01 00:32:15,38.726,69.144,126.207,5.736,66.941,1
2025-04-01 00:32:16,30.637,67.748,123.199,5.766,64.206,1
2025-04-01 00:32:17,31.778,69.161,121.743,5.834,67.828,1
2025-04-01 00:32:18,34.717,67.56,123.173,5.923,78.124,1
2025-04-01 00:32:19,32.691,69.454,130.075,5.72,66.781,1
2025-04-01 00:32:20,33.857,69.541,124.956,5.783,77.132,1
2025-04-01 00:32:21,37.611,68.84,126.337,5.982,86.891,1
2025-04-01 00:32:22,29.879,69.277,117.859,5.804,57.187,1
2025-04-01 00:32:23,38.003,71.019,125.767,5.861,63.132,1
2025-04-01 00:32:24,33.935,70.612,129.264,5.865,51.168,1
2025-04-01 00:32:25,30.154,70.372,128.697,5.794,56.396,1
2025-04-01 00:32:26,38.241,70.527,125.467,5.752,63.956,1
2025-04-01 00:32:27,31.614,69.347,127.939,5.705,70.786,1
2025-04-01 00:32:28,33.25,69.686,127.681,5.751,58.361,1
2025-04-01 00:32:29,35.586,70.069,111.752,5.757,60.107,1
2025-04-01 00:32:30,32.199,70.509,110.915,5.722,82.19,1
2025-04-01 00:32:31,33.115,71.139,98.787,5.881,75.489,1
2025-04-01 00:32:32,35.999,70.518,108.408,5.836,75.366,1
2025-04-01 00:32:33,31.33,70.031,102.555,5.622,65.256,1
2025-04-01 00:32:34,32.694,70.237,96.41,5.864,89.284,1
2025-04-01 00:32:35,38.0,71.891,93.71,5.846,99.419,1
2025-04-01 00:32:36,36.569,70.653,88.361,5.817,67.602,1
2025-04-01 00:32:37,42.022,71.135,102.69,5.666,66.227,1
2025-04-01 00:32:38,38.862,70.946,97.678,5.72,68.173,1
2025-04-01 00:32:39,36.291,71.303,98.903,5.667,86.597,1
2025-04-01 00:32:40,37.7,70.659,98.64,5.848,75.252,1
2025-04-01 00:32:41,36.961,70.935,100.485,5.668,62.34,1
2025-04-01 00:32:42,32.589,71.456,112.667,5.828,72.564,1
2025-04-01 00:32:43,32.656,52.151,103.377,5.803,79.438,1
2025-04-01 00:32:44,33.072,53.028,101.105,5.74,76.643,1
2025-04-01 00:32:45,33.032,51.779,102.842,10.618,53.94,1
2025-04-01 00:32:46,36.442,52.476,106.011,10.833,71.34,1
2025-04-01 00:32:47,32.398,54.242,72.219,10.541,96.603,1
2025-04-01 00:32:48,33.101,52.426,64.402,10.679,57.816,1
2025-04-01 00:32:49,36.71,53.115,78.439,10.585,69.103,1
2025-04-01 00:32:50,36.571,54.529,72.273,10.47,65.127,1
2025-04-01 00:32:51,37.188,51.81,74.559,10.437,73.092,1
2025-04-01 00:32:52,30.77,53.068,72.485,10.508,92.002,1
2025-04-01 00:32:53,22.62,54.424,74.29,10.396,95.633,1
2025-04-01 00:32:54,24.015,53.398,72.859,10.432,57.011,1
2025-04-01 00:32:55,23.134,52.428,70.357,10.4,81.721,1
2025-04-01 00:32:56,20.2,54.358,82.362,10.357,78.939,1
2025-04-01 00:32:57,27.184,38.056,78.264,10.509,84.813,1
2025-04-01 00:32:58,27.743,38.247,80.346,10.571,72.783,1
2025-04-01 00:32:59,24.049,38.068,69.792,10.585,77.182,1
2025-04-01 00:33:00,25.2,38.281,69.497,10.265,83.529,1
2025-04-01 00:33:01,24.791,38.335,77.104,10.366,73.469,1
2025-04-01 00:33:02,22.805,38.966,68.739,10.347,81.302,1
2025-04-01 00:33:03,20.564,38.81,75.456,10.384,71.69,1
2025-04-01 00:33:04,26.774,38.295,68.399,10.334,71.157,1
2025-04-01 00:33:05,29.175,40.041,76.711,10.304,77.458,1
2025-04-01 00:33:06,24.886,38.814,76.745,10.408,64.744,1
2025-04-01 00:33:07,25.01,38.514,79.483,10.352,87.869,1
2025-04-01 00:33:08,20.773,38.759,73.582,10.162,83.027,1
2025-04-01 00:33:09,22.502,38.292,77.025,10.362,86.693,1
2025-04-01 00:33:10,25.185,38.615,69.151,10.439,84.365,1
2025-04-01 00:33:11,27.006,37.084,71.943,10.369,85.387,1
2025-04-01 00:33:12,22.531,40.076,68.502,10.193,89.44,1
2025-04-01 00:33:13,21.204,40.122,70.605,10.261,74.861,1
2025-04-01 00:33:14,22.471,37.756,73.44,10.028,87.023,1
2025-04-01 00:33:15,23.025,39.885,73.574,10.016,84.609,1
2025-04-01 00:33:16,22.094,39.001,71.091,10.131,80.685,1
2025-04-01 00:33:17,26.209,39.24,68.712,18.342,83.365,1
2025-04-01 00:33:18,25.34,39.215,76.531,17.682,90.993,1
2025-04-01 00:33:19,22.759,39.317,73.05,18.404,62.7,1
2025-04-01 00:33:20,22.029,37.896,76.811,18.168,98.06,1
2025-04-01 00:33:21,24.646,39.031,67.541,18.299,72.75,1
2025-04-01 00:33:22,23.469,38.078,68.77,18.332,86.886,1
2025-04-01 00:33:23,23.4,39.404,82.849,18.428,90.591,1
2025-04-01 00:33:24,30.773,38.852,77.35,34.343,96.612,1
2025-04-01 00:33:25,32.986,39.773,76.626,34.495,98.443,1
2025-04-01 00:33:26,31.251,38.953,78.578,34.641,85.279,1
2025-04-01 00:33:27,31.569,38.442,75.997,34.89,84.957,1
2025-04-01 00:33:28,31.707,37.443,84.204,34.845,77.806,1
2025-04-01 00:33:29,34.755,38.889,74.419,34.029,78.981,1
2025-04-01 00:33:30,31.564,37.827,71.713,33.929,82.93,1
2025-04-01 00:33:31,30.996,38.807,77.682,34.226,92.02,1
2025-04-01 00:33:32,31.095,38.378,73.956,34.444,97.264,1
2025-04-01 00:33:33,32.568,37.171,79.269,34.153,84.744,1
2025-04-01 00:33:34,30.821,38.955,76.629,34.507,76.667,1
2025-04-01 00:33:35,33.155,39.561,72.326,35.169,89.943,1
2025-04-01 00:33:36,33.57,38.118,77.8,33.723,88.449,1
2025-04-01 00:33:37,33.87,37.143,79.956,35.787,79.593,1
2025-04-01 00:33:38,35.543,37.832,73.865,34.23,87.104,1
2025-04-01 00:33:39,30.868,36.208,74.672,33.119,95.56,1
2025-04-01 00:33:40,35.484,37.816,72.683,35.378,82.124,1
2025-04-01 00:33:41,35.991,39.093,79.07,33.519,63.041,1
2025-04-01 00:33:42,31.568,38.244,83.246,34.111,88.656,1
2025-04-01 00:33:43,32.755,37.895,73.464,34.242,89.669,1
2025-04-01 00:33:44,30.049,39.477,78.828,35.083,75.389,1
2025-04-01 00:33:45,33.729,38.941,73.037,34.085,88.652,1
2025-04-01 00:33:46,33.849,39.221,69.156,34.132,95.883,1
2025-04-01 00:33:47,30.448,36.938,72.48,33.358,92.005,1
2025-04-01 00:33:48,31.598,37.148,65.693,33.993,85.754,1
2025-04-01 00:33:49,24.027,37.262,76.215,33.396,88.515,1
2025-04-01 00:33:50,22.998,52.982,70.014,34.002,86.678,1
2025-04-01 00:33:51,24.83,53.199,72.391,33.908,97.148,1
2025-04-01 00:33:52,26.235,54.416,73.049,34.452,90.912,1
2025-04-01 00:33:53,22.532,29.895,67.504,33.68,94.646,1
2025-04-01 00:33:54,24.264,29.658,72.558,34.137,91.331,1
2025-04-01 00:33:55,26.899,29.407,67.03,33.373,88.911,1
2025-04-01 00:33:56,24.206,29.654,68.08,34.003,84.046,1
2025-04-01 00:33:57,22.437,29.097,67.167,34.58,85.604,1
2025-04-01 00:33:58,22.928,29.237,66.322,34.257,84.266,1
2025-04-01 00:33:59,25.141,48.132,68.75,33.714,84.001,1
2025-04-01 00:34:00,24.966,47.803,71.794,34.332,83.397,1
2025-04-01 00:34:01,38.582,46.671,71.444,33.551,85.368,1
2025-04-01 00:34:02,36.946,47.13,67.515,34.418,84.457,1
2025-04-01 00:34:03,37.627,48.361,70.279,33.996,83.634,1
2025-04-01 00:34:04,38.738,48.168,75.121,34.052,84.486,1
2025-04-01 00:34:05,36.953,21.717,70.932,34.776,82.989,1
2025-04-01 00:34:06,34.097,20.899,75.059,33.818,83.594,1
2025-04-01 00:34:07,38.677,20.732,68.837,34.876,83.398,1
2025-04-01 00:34:08,36.754,22.799,69.564,34.928,83.467,1
2025-04-01 00:34:09,38.358,20.738,66.402,35.439,82.983,1
2025-04-01 00:34:10,39.699,20.556,68.485,35.205,81.793,1
2025-04-01 00:34:11,38.712,20.165,65.19,16.223,82.866,1
2025-04-01 00:34:12,38.04,19.698,72.5,16.009,82.558,1
2025-04-01 00:34:13,40.434,20.261,71.359,9.765,83.271,1
2025-04-01 00:34:14,39.473,19.486,66.863,9.358,81.266,1
2025-04-01 00:34:15,40.074,20.531,64.31,9.626,80.947,1
2025-04-01 00:34:16,38.198,20.181,69.675,9.559,81.161,1
2025-04-01 00:34:17,38.677,1.229,69.333,9.679,82.079,1
2025-04-01 00:34:18,35.338,1.279,66.096,9.594,80.81,1
2025-04-01 00:34:19,38.125,1.735,72.533,9.56,79.457,1
2025-04-01 00:34:20,37.151,2.607,75.467,9.634,80.154,1
2025-04-01 00:34:21,36.134,1.709,60.767,9.676,79.59,1
2025-04-01 00:34:22,36.63,2.666,62.154,9.654,92.957,1
2025-04-01 00:34:23,33.519,0.479,58.928,9.878,88.102,1
2025-04-01 00:34:24,37.039,-0.232,72.125,9.843,67.62,1
2025-04-01 00:34:25,43.476,-23.21,59.53,9.74,87.201,1
2025-04-01 00:34:26,40.63,-23.511,72.918,9.613,81.463,1
2025-04-01 00:34:27,53.227,-22.227,66.994,9.824,80.542,1
2025-04-01 00:34:28,43.964,-22.707,72.783,9.746,68.067,1
2025-04-01 00:34:29,46.453,-24.121,77.241,9.783,108.243,1
