time,温度,湿度,A,B,C,health
2025-01-01 00:19:50,24.821,56.578,101.691,48.765,74.181,0.539744
2025-01-01 00:19:51,24.545,58.967,104.533,48.676,74.32,0.587118
2025-01-01 00:19:52,23.898,58.386,104.534,49.778,75.894,0.601626
2025-01-01 00:19:53,24.387,60.707,104.71,49.108,71.014,0.574638
2025-01-01 00:19:54,24.964,59.03,104.229,49.929,74.49,0.56826
2025-01-01 00:19:55,24.963,58.877,106.096,50.204,73.133,0.568343
2025-01-01 00:19:56,23.354,59.356,103.909,49.257,73.797,0.602634
2025-01-01 00:19:57,23.491,58.776,105.807,49.001,74.174,0.61452
2025-01-01 00:19:58,24.683,58.936,106.061,49.647,73.222,0.579499
2025-01-01 00:19:59,23.397,59.403,105.804,49.858,74.302,0.61587
2025-01-01 00:20:00,23.251,58.85,106.039,48.535,74.485,0.62756
2025-01-01 00:20:01,23.655,58.81,106.565,49.704,74.262,0.612572
2025-01-01 00:20:02,24.094,58.196,105.732,49.369,74.148,0.593968
2025-01-01 00:20:03,23.819,58.02,105.394,49.292,73.869,0.594433
2025-01-01 00:20:04,23.531,59.201,106.288,49.133,73.89,0.617062
2025-01-01 00:20:05,23.506,59.415,106.463,49.242,74.1,0.621279
2025-01-01 00:20:06,23.473,57.647,106.813,50.804,72.872,0.590977
2025-01-01 00:20:07,23.376,59.802,104.27,49.565,75.526,0.61953
2025-01-01 00:20:08,24.943,59.774,105.858,50.829,73.891,0.575145
2025-01-01 00:20:09,23.938,59.952,105.034,50.075,73.516,0.594605
2025-01-01 00:20:10,24.219,59.244,106.717,49.122,74.475,0.610563
2025-01-01 00:20:11,23.518,59.549,106.939,50.238,73.863,0.61656
2025-01-01 00:20:12,23.657,61.065,105.994,49.192,75.493,0.637406
2025-01-01 00:20:13,23.38,58.546,105.594,50.685,75.077,0.608807
2025-01-01 00:20:14,22.398,57.769,106.974,50.09,74.117,0.630964
2025-01-01 00:20:15,23.022,57.248,106.297,50.997,75.134,0.610666
2025-01-01 00:20:16,22.793,60.506,107.909,51.517,74.293,0.63996
2025-01-01 00:20:17,22.561,60.487,108.307,49.039,72.629,0.651774
2025-01-01 00:20:18,23.076,57.761,107.586,50.115,75.086,0.628508
2025-01-01 00:20:19,24.323,57.926,106.868,49.573,71.742,0.574647
2025-01-01 00:20:20,23.626,58.297,108.51,52.324,69.807,0.569304
2025-01-01 00:20:21,24.282,59.814,106.974,50.301,74.87,0.609916
2025-01-01 00:20:22,23.83,57.27,106.301,49.658,74.571,0.598602
2025-01-01 00:20:23,24.003,56.559,106.152,52.558,74.497,0.566732
2025-01-01 00:20:24,23.15,60.661,106.17,50.241,75.719,0.640893
2025-01-01 00:20:25,23.85,58.774,106.912,49.58,74.03,0.609754
2025-01-01 00:20:26,23.941,58.885,107.426,50.007,73.613,0.606068
2025-01-01 00:20:27,23.277,58.194,105.591,51.103,75.032,0.605134
2025-01-01 00:20:28,23.833,58.833,106.599,51.081,73.228,0.590994
2025-01-01 00:20:29,23.825,56.821,107.303,50.43,73.808,0.591289
2025-01-01 00:20:30,23.256,57.463,107.774,50.766,74.407,0.614059
2025-01-01 00:20:31,22.958,58.378,107.145,51.251,74.513,0.619628
2025-01-01 00:20:32,22.916,55.971,107.454,52.322,73.725,0.59165
2025-01-01 00:20:33,23.54,57.908,106.009,51.584,73.548,0.585113
2025-01-01 00:20:34,23.65,57.815,106.373,50.92,72.804,0.583624
2025-01-01 00:20:35,23.079,57.846,107.26,51.242,73.216,0.6039
2025-01-01 00:20:36,23.478,57.566,107.867,52.093,76.356,0.616698
2025-01-01 00:20:37,23.739,57.091,107.622,52.875,73.868,0.580234
2025-01-01 00:20:38,23.753,56.234,106.576,50.7,74.427,0.586139
2025-01-01 00:20:39,24.209,58.17,107.221,52.527,72.425,0.565526
2025-01-01 00:20:40,24.061,57.695,109.001,51.437,77.305,0.625659
2025-01-01 00:20:41,22.912,56.589,108.064,50.44,73.21,0.610182
2025-01-01 00:20:42,24.244,57.996,107.387,50.333,72.85,0.584293
2025-01-01 00:20:43,23.127,57.609,106.553,52.909,74.202,0.59172
2025-01-01 00:20:44,23.905,57.412,106.893,53.055,73.221,0.566781
2025-01-01 00:20:45,23.407,55.686,107.64,51.487,74.748,0.594604
2025-01-01 00:20:46,23.157,58.496,107.936,51.822,72.513,0.602164
2025-01-01 00:20:47,22.45,56.55,108.25,50.615,75.71,0.639308
2025-01-01 00:20:48,23.259,57.817,108.097,52.7,75.491,0.613721
2025-01-01 00:20:49,22.555,56.915,107.362,52.116,74.24,0.611131
2025-01-01 00:20:50,23.81,57.305,107.244,50.945,72.415,0.579687
2025-01-01 00:20:51,24.075,58.817,109.823,52.398,73.447,0.602125
2025-01-01 00:20:52,22.909,58.167,107.24,51.17,74.517,0.620469
2025-01-01 00:20:53,23.45,58.736,106.524,52.774,73.01,0.584004
2025-01-01 00:20:54,22.928,57.907,106.196,51.508,73.227,0.597801
2025-01-01 00:20:55,22.968,57.944,107.499,52.69,75.765,0.618621
2025-01-01 00:20:56,23.661,55.737,108.808,51.943,74.714,0.594702
2025-01-01 00:20:57,23.246,57.172,107.308,50.618,74.698,0.612108
2025-01-01 00:20:58,24.127,57.236,109.376,53.351,75.206,0.593479
2025-01-01 00:20:59,23.007,58.656,107.905,53.439,74.4,0.609738
2025-01-01 00:21:00,23.74,56.897,109.034,52.224,74.55,0.599702
2025-01-01 00:21:01,23.281,57.64,107.179,52.903,75.193,0.601293
2025-01-01 00:21:02,23.623,57.573,107.205,53.077,75.641,0.595964
2025-01-01 00:21:03,22.994,58.476,108.048,53.144,75.293,0.618959
2025-01-01 00:21:04,23.185,57.157,108.448,54.189,76.474,0.610362
2025-01-01 00:21:05,23.145,58.09,107.794,53.182,74.777,0.606752
2025-01-01 00:21:06,22.777,55.53,108.273,52.603,73.157,0.591047
2025-01-01 00:21:07,23.519,55.593,108.574,53.27,76.107,0.596555
2025-01-01 00:21:08,23.506,54.896,106.57,52.623,74.534,0.568507
2025-01-01 00:21:09,23.471,57.938,107.654,52.152,73.934,0.598241
2025-01-01 00:21:10,23.936,57.798,107.479,54.018,75.739,0.586825
2025-01-01 00:21:11,23.886,57.994,107.529,53.506,75.358,0.590369
2025-01-01 00:21:12,22.967,56.393,108.407,51.626,73.408,0.603236
2025-01-01 00:21:13,23.335,56.48,107.495,52.604,75.777,0.600995
2025-01-01 00:21:14,22.83,56.896,105.994,53.792,77.251,0.606848
2025-01-01 00:21:15,23.147,58.434,107.76,51.969,75.421,0.622585
2025-01-01 00:21:16,22.83,58.657,106.929,52.651,74.756,0.614725
2025-01-01 00:21:17,23.934,57.731,108.486,55.415,73.091,0.562247
2025-01-01 00:21:18,23.3,57.242,108.79,53.054,77.587,0.627826
2025-01-01 00:21:19,23.004,58.22,105.803,54.216,74.537,0.586389
2025-01-01 00:21:20,23.704,56.603,107.197,54.581,73.501,0.558614
2025-01-01 00:21:21,22.017,56.442,108.316,52.684,75.356,0.630957
2025-01-01 00:21:22,22.09,56.678,106.545,53.654,76.466,0.619966
2025-01-01 00:21:23,23.49,55.803,108.727,55.116,76.773,0.591862
2025-01-01 00:21:24,23.117,56.581,108.982,53.865,74.517,0.59842
2025-01-01 00:21:25,23.207,55.613,107.759,55.417,75.24,0.574697
2025-01-01 00:21:26,22.414,57.731,107.134,53.042,75.393,0.620762
2025-01-01 00:21:27,23.061,57.224,105.584,55.015,76.6,0.587084
2025-01-01 00:21:28,24.07,58.085,108.693,53.616,76.175,0.601552
2025-01-01 00:21:29,23.476,55.002,109.866,53.365,75.824,0.599974
2025-01-01 00:21:30,23.145,58.508,109.642,54.163,76.634,0.630981
2025-01-01 00:21:31,22.836,55.01,107.634,53.585,73.938,0.580287
2025-01-01 00:21:32,22.855,55.359,106.717,53.628,76.114,0.592761
2025-01-01 00:21:33,21.984,55.913,108.628,54.106,75.913,0.624583
2025-01-01 00:21:34,23.174,57.817,107.643,52.292,75.624,0.61612
2025-01-01 00:21:35,23.464,56.711,108.226,53.119,75.423,0.598805
2025-01-01 00:21:36,22.25,56.218,108.028,54.355,75.922,0.614982
2025-01-01 00:21:37,22.704,55.646,107.795,54.589,75.115,0.591242
2025-01-01 00:21:38,22.453,55.04,108.706,54.099,79.112,0.634104
2025-01-01 00:21:39,22.546,57.525,108.717,54.051,77.509,0.637479
2025-01-01 00:21:40,23.053,57.168,107.103,54.168,77.23,0.60941
2025-01-01 00:21:41,21.981,57.699,106.675,54.628,75.323,0.61455
2025-01-01 00:21:42,23.328,56.721,105.071,52.735,74.85,0.576107
2025-01-01 00:21:43,23.396,53.659,107.194,53.482,75.785,0.570532
2025-01-01 00:21:44,22.891,55.034,106.417,53.843,76.218,0.586616
2025-01-01 00:21:45,21.774,56.722,107.898,54.071,74.384,0.617619
2025-01-01 00:21:46,22.514,55.865,107.111,52.238,76.74,0.621533
2025-01-01 00:21:47,23.627,55.654,107.187,52.931,77.505,0.597884
2025-01-01 00:21:48,21.62,55.088,108.192,53.933,73.566,0.605961
2025-01-01 00:21:49,22.834,57.117,107.743,54.766,75.211,0.598164
2025-01-01 00:21:50,22.416,56.605,107.193,53.628,77.808,0.627975
2025-01-01 00:21:51,23.407,56.628,108.96,53.437,76.826,0.613793
2025-01-01 00:21:52,22.666,55.473,107.974,54.4,75.382,0.595668
2025-01-01 00:21:53,23.205,56.262,106.782,53.72,77.348,0.601402
2025-01-01 00:21:54,23.285,54.727,106.787,54.693,75.796,0.568902
2025-01-01 00:21:55,23.919,55.914,107.907,53.815,76.27,0.582489
2025-01-01 00:21:56,22.899,53.496,107.28,53.103,75.232,0.579182
2025-01-01 00:21:57,23.188,54.436,105.914,55.134,76.664,0.566039
2025-01-01 00:21:58,22.258,55.662,107.887,54.989,77.911,0.621009
2025-01-01 00:21:59,23.595,58.339,108.206,53.236,76.162,0.612549
2025-01-01 00:22:00,22.62,54.144,108.086,54.316,77.555,0.605928
2025-01-01 00:22:01,22.72,54.682,108.402,53.738,76.767,0.607859
2025-01-01 00:22:02,22.989,56.123,108.882,54.493,78.168,0.621604
2025-01-01 00:22:03,22.219,57.656,108.496,53.294,76.364,0.640011
2025-01-01 00:22:04,23.116,56.07,107.059,54.689,78.833,0.6089
2025-01-01 00:22:05,23.486,56.551,106.461,54.943,77.832,0.590044
2025-01-01 00:22:06,23.149,55.493,104.79,53.225,77.354,0.585674
2025-01-01 00:22:07,22.209,55.302,106.581,54.031,77.446,0.612959
2025-01-01 00:22:08,22.943,55.877,107.038,54.943,76.599,0.591382
2025-01-01 00:22:09,23.377,55.118,106.51,53.162,76.57,0.585122
2025-01-01 00:22:10,22.069,56.483,104.526,53.42,77.568,0.614455
2025-01-01 00:22:11,22.472,54.135,106.074,54.475,75.864,0.579141
2025-01-01 00:22:12,23.449,56.614,106.951,53.808,76.629,0.593541
2025-01-01 00:22:13,23.148,55.746,105.225,52.665,76.275,0.586192
2025-01-01 00:22:14,23.221,55.475,106.361,53.658,78.135,0.598994
2025-01-01 00:22:15,23.946,54.03,106.57,55.299,78.203,0.562708
2025-01-01 00:22:16,23.253,54.676,107.199,55.539,79.07,0.592736
2025-01-01 00:22:17,23.35,56.838,107.736,53.366,77.197,0.610867
2025-01-01 00:22:18,24.379,55.415,105.586,53.13,76.679,0.559294
2025-01-01 00:22:19,22.92,55.886,106.088,53.479,75.936,0.590064
2025-01-01 00:22:20,22.63,54.712,106.059,55.271,78.074,0.591865
2025-01-01 00:22:21,23.246,55.547,106.432,54.486,79.476,0.604258
2025-01-01 00:22:22,23.255,54.189,106.259,54.966,77.761,0.575595
2025-01-01 00:22:23,22.775,55.645,107.084,54.575,77.934,0.607031
2025-01-01 00:22:24,22.525,55.901,103.264,52.701,77.945,0.599221
2025-01-01 00:22:25,24.2,55.836,105.95,52.978,78.309,0.583538
2025-01-01 00:22:26,23.212,54.597,105.955,53.159,79.252,0.602336
2025-01-01 00:22:27,22.686,55.144,105.167,53.277,80.41,0.619965
2025-01-01 00:22:28,23.514,56.009,103.072,53.13,78.757,0.580466
2025-01-01 00:22:29,23.006,55.247,105.209,53.2,78.888,0.602672
2025-01-01 00:22:30,22.938,55.157,104.492,54.138,77.976,0.583964
2025-01-01 00:22:31,23.35,57.334,106.812,53.71,78.186,0.612939
2025-01-01 00:22:32,22.427,54.466,105.441,54.552,78.222,0.596232
2025-01-01 00:22:33,23.254,56.484,104.201,53.751,77.981,0.587381
2025-01-01 00:22:34,24.039,54.236,102.874,52.982,78.626,0.55433
2025-01-01 00:22:35,23.32,56.033,105.447,53.646,79.276,0.603216
2025-01-01 00:22:36,22.904,56.074,105.482,52.259,78.655,0.617654
2025-01-01 00:22:37,22.843,54.843,104.499,51.589,78.295,0.604789
2025-01-01 00:22:38,22.897,54.124,105.246,53.924,78.836,0.591558
2025-01-01 00:22:39,22.981,53.359,104.221,54.194,77.587,0.564187
2025-01-01 00:22:40,22.924,54.702,105.564,53.406,79.756,0.608604
2025-01-01 00:22:41,23.577,55.832,105.415,53.003,78.35,0.593188
2025-01-01 00:22:42,22.258,54.217,102.709,52.211,77.513,0.588738
2025-01-01 00:22:43,23.561,55.38,102.878,54.185,79.507,0.571716
2025-01-01 00:22:44,22.946,53.796,106.229,53.612,79.62,0.604047
2025-01-01 00:22:45,23.331,55.028,105.054,53.416,78.028,0.584383
2025-01-01 00:22:46,22.585,54.104,102.783,53.144,79.862,0.593516
2025-01-01 00:22:47,23.819,55.163,102.398,52.737,79.929,0.574836
2025-01-01 00:22:48,23.784,54.729,104.099,52.186,81.592,0.602738
2025-01-01 00:22:49,23.648,54.03,102.671,53.242,78.994,0.561017
2025-01-01 00:22:50,22.417,54.552,103.418,52.571,79.265,0.604483
2025-01-01 00:22:51,23.596,54.267,103.609,52.625,78.657,0.572878
2025-01-01 00:22:52,23.391,53.878,103.486,54.3,80.031,0.572523
2025-01-01 00:22:53,22.393,56.266,104.624,52.848,79.488,0.625878
2025-01-01 00:22:54,23.191,54.814,105.252,50.884,80.733,0.626979
2025-01-01 00:22:55,23.393,52.963,102.857,52.378,79.081,0.567316
2025-01-01 00:22:56,23.496,54.534,102.125,51.964,80.223,0.58329
2025-01-01 00:22:57,23.314,56.064,103.563,52.612,79.426,0.59808
2025-01-01 00:22:58,23.379,54.38,104.724,51.542,77.554,0.585924
2025-01-01 00:22:59,23.978,56.631,102.607,52.986,80.574,0.587087
2025-01-01 00:23:00,23.862,54.269,103.778,52.359,77.777,0.563082
2025-01-01 00:23:01,21.824,55.622,102.007,52.171,79.738,0.620902
2025-01-01 00:23:02,23.107,56.148,102.783,52.627,79.811,0.60029
2025-01-01 00:23:03,23.191,55.555,101.516,52.401,80.028,0.587992
2025-01-01 00:23:04,22.406,53.723,102.605,52.31,80.149,0.601622
2025-01-01 00:23:05,23.338,54.149,102.393,52.192,80.192,0.584062
2025-01-01 00:23:06,23.924,56.255,103.033,52.309,80.637,0.594176
2025-01-01 00:23:07,22.765,54.274,104.118,52.553,80.126,0.607225
2025-01-01 00:23:08,23.486,56.049,101.866,52.406,83.45,0.615122
2025-01-01 00:23:09,22.869,54.637,100.17,53.085,79.954,0.57253
2025-01-01 00:23:10,23.0,55.204,101.882,51.698,78.952,0.588818
2025-01-01 00:23:11,24.084,53.671,102.297,52.278,78.782,0.551187
2025-01-01 00:23:12,23.083,54.444,102.114,53.995,81.318,0.585644
2025-01-01 00:23:13,23.595,54.172,101.668,51.956,78.673,0.562378
2025-01-01 00:23:14,22.438,55.269,103.226,51.937,79.185,0.611637
2025-01-01 00:23:15,24.314,55.132,101.788,50.878,79.067,0.56564
2025-01-01 00:23:16,23.694,55.497,101.46,51.268,81.294,0.594631
2025-01-01 00:23:17,23.312,54.54,100.7,51.702,82.396,0.595999
2025-01-01 00:23:18,23.701,54.097,99.643,52.163,79.721,0.550944
2025-01-01 00:23:19,22.718,55.207,101.632,52.204,81.414,0.609103
2025-01-01 00:23:20,24.025,53.991,101.46,51.893,77.797,0.543112
2025-01-01 00:23:21,23.282,56.096,100.067,52.223,80.121,0.581017
2025-01-01 00:23:22,23.353,54.901,100.994,50.728,81.792,0.602105
2025-01-01 00:23:23,23.219,54.687,100.806,51.866,80.748,0.585406
2025-01-01 00:23:24,23.186,55.473,100.238,51.432,82.369,0.603697
2025-01-01 00:23:25,23.834,54.932,99.98,51.467,78.55,0.552282
2025-01-01 00:23:26,23.626,53.349,101.09,51.024,80.401,0.572203
2025-01-01 00:23:27,23.835,53.944,100.371,50.497,81.879,0.582365
2025-01-01 00:23:28,23.516,56.061,99.917,50.233,81.917,0.603423
2025-01-01 00:23:29,23.788,55.086,99.557,51.407,82.062,0.580391
2025-01-01 00:23:30,23.333,53.32,100.2,51.494,81.744,0.579123
2025-01-01 00:23:31,24.669,55.353,101.166,50.937,80.175,0.56329
2025-01-01 00:23:32,22.782,54.441,100.359,50.974,80.665,0.595578
2025-01-01 00:23:33,24.208,54.126,99.827,50.354,84.433,0.593096
2025-01-01 00:23:34,24.273,53.855,100.283,51.277,80.194,0.551836
2025-01-01 00:23:35,23.175,56.0,101.25,50.867,80.059,0.600916
2025-01-01 00:23:36,24.728,53.035,100.287,50.47,82.625,0.561676
2025-01-01 00:23:37,24.123,54.164,99.968,51.399,80.59,0.557391
2025-01-01 00:23:38,24.123,55.122,100.258,51.166,84.064,0.596563
2025-01-01 00:23:39,23.663,56.581,99.373,49.365,85.246,0.632292
2025-01-01 00:23:40,23.553,55.558,99.626,50.576,81.727,0.592803
2025-01-01 00:23:41,23.569,54.16,98.864,49.714,82.439,0.588542
2025-01-01 00:23:42,23.882,56.537,97.714,50.535,79.929,0.563871
2025-01-01 00:23:43,24.4,53.654,99.519,47.845,83.408,0.593112
2025-01-01 00:23:44,23.803,55.277,99.435,50.467,79.534,0.56681
2025-01-01 00:23:45,23.269,55.502,98.712,50.822,80.664,0.581282
2025-01-01 00:23:46,24.15,54.136,99.947,50.107,82.464,0.581235
2025-01-01 00:23:47,24.211,55.717,98.102,49.207,83.029,0.588543
2025-01-01 00:23:48,24.091,54.509,96.964,51.646,80.641,0.535981
2025-01-01 00:23:49,24.15,55.721,97.951,50.949,81.82,0.566194
2025-01-01 00:23:50,23.655,53.19,97.02,49.542,80.527,0.551057
2025-01-01 00:23:51,23.339,55.368,98.811,49.701,82.19,0.599973
2025-01-01 00:23:52,23.383,54.625,97.634,48.268,81.659,0.590882
2025-01-01 00:23:53,23.013,56.191,99.284,50.175,81.906,0.610759
2025-01-01 00:23:54,23.962,55.002,99.176,48.643,83.499,0.604683
2025-01-01 00:23:55,23.816,56.299,97.201,50.215,83.104,0.587854
2025-01-01 00:23:56,23.651,55.563,97.231,50.446,83.488,0.587741
2025-01-01 00:23:57,22.407,54.933,98.488,49.512,82.707,0.619861
2025-01-01 00:23:58,23.275,55.853,98.847,48.66,83.77,0.624968
2025-01-01 00:23:59,24.473,55.865,95.769,50.454,82.915,0.555944
2025-01-01 00:24:00,23.595,55.548,97.978,49.4,82.415,0.59346
2025-01-01 00:24:01,24.121,52.79,95.414,49.416,83.737,0.552693
2025-01-01 00:24:02,23.26,54.106,96.979,48.54,82.591,0.59038
2025-01-01 00:24:03,24.689,56.479,98.536,49.384,82.75,0.583415
2025-01-01 00:24:04,23.912,53.846,100.368,49.011,84.474,0.611501
2025-01-01 00:24:05,24.143,55.991,97.036,48.055,84.407,0.603358
2025-01-01 00:24:06,25.175,55.822,95.944,50.134,82.927,0.543808
2025-01-01 00:24:07,24.785,54.397,96.595,50.414,84.376,0.556828
2025-01-01 00:24:08,23.888,53.135,97.092,49.766,81.84,0.555173
2025-01-01 00:24:09,23.76,54.569,96.273,49.591,83.07,0.573664
2025-01-01 00:24:10,23.908,57.224,95.937,50.253,82.562,0.578295
2025-01-01 00:24:11,24.341,54.29,96.353,47.949,83.506,0.575051
2025-01-01 00:24:12,24.048,54.368,97.094,47.885,84.434,0.595599
2025-01-01 00:24:13,23.918,54.173,96.449,48.347,84.263,0.587415
2025-01-01 00:24:14,24.864,56.394,95.656,48.863,84.143,0.572125
2025-01-01 00:24:15,24.089,54.945,95.788,48.337,83.848,0.581009
2025-01-01 00:24:16,25.311,54.571,95.964,47.702,83.535,0.554743
2025-01-01 00:24:17,24.221,56.62,95.3,48.469,85.21,0.596619
2025-01-01 00:24:18,25.084,55.796,95.513,48.337,81.955,0.547654
2025-01-01 00:24:19,24.385,54.307,96.786,49.033,83.053,0.565837
2025-01-01 00:24:20,24.703,54.013,95.835,48.343,84.388,0.565344
2025-01-01 00:24:21,23.875,56.405,94.234,46.733,85.769,0.611484
2025-01-01 00:24:22,23.826,55.274,96.936,48.513,83.562,0.594229
2025-01-01 00:24:23,24.498,53.718,96.252,49.42,83.704,0.557371
2025-01-01 00:24:24,24.778,53.495,94.376,48.127,82.51,0.534686
2025-01-01 00:24:25,24.319,54.173,95.319,48.843,83.448,0.559669
2025-01-01 00:24:26,23.672,54.061,94.818,47.6,84.987,0.590902
2025-01-01 00:24:27,23.65,53.266,96.212,48.407,86.072,0.598995
2025-01-01 00:24:28,23.633,54.224,95.09,47.31,83.864,0.58804
2025-01-01 00:24:29,23.478,54.417,95.316,47.66,83.296,0.587384
2025-01-01 00:24:30,24.433,54.885,95.128,47.618,84.376,0.577545
2025-01-01 00:24:31,24.956,57.053,93.765,48.143,82.393,0.551362
2025-01-01 00:24:32,24.403,55.106,96.579,47.055,85.851,0.606686
2025-01-01 00:24:33,23.295,55.218,95.766,46.496,82.929,0.605965
2025-01-01 00:24:34,24.346,55.908,94.286,47.998,84.819,0.581325
2025-01-01 00:24:35,24.376,55.174,95.156,47.922,84.838,0.582633
2025-01-01 00:24:36,25.522,55.825,95.869,47.621,85.268,0.573394
2025-01-01 00:24:37,23.761,55.719,94.883,48.232,84.857,0.595826
2025-01-01 00:24:38,24.31,55.575,96.316,47.28,84.589,0.598393
2025-01-01 00:24:39,25.375,58.233,97.611,47.623,85.135,0.606124
2025-01-01 00:24:40,24.763,56.391,94.5,47.075,85.657,0.59086
2025-01-01 00:24:41,24.836,54.413,93.978,47.105,86.845,0.580297
2025-01-01 00:24:42,24.628,55.879,93.507,47.542,83.401,0.560707
2025-01-01 00:24:43,24.752,54.732,92.218,49.042,82.55,0.521203
2025-01-01 00:24:44,24.992,55.985,95.617,47.782,82.934,0.564054
2025-01-01 00:24:45,24.215,54.179,93.952,47.586,82.647,0.554204
2025-01-01 00:24:46,25.075,54.462,95.119,47.727,83.415,0.551471
2025-01-01 00:24:47,23.966,55.929,95.259,45.19,83.295,0.605131
2025-01-01 00:24:48,24.833,56.598,93.041,47.285,84.419,0.568131
2025-01-01 00:24:49,24.775,56.119,93.131,47.72,85.975,0.576097
2025-01-01 00:24:50,24.394,56.487,95.747,47.022,85.732,0.609848
2025-01-01 00:24:51,24.707,56.023,93.874,46.883,84.263,0.574747
2025-01-01 00:24:52,24.423,55.838,93.226,46.13,84.397,0.581276
2025-01-01 00:24:53,24.215,55.179,92.784,46.5,87.482,0.599864
2025-01-01 00:24:54,24.591,56.512,93.632,46.145,85.812,0.5969
2025-01-01 00:24:55,24.232,56.741,95.226,47.577,85.334,0.60411
2025-01-01 00:24:56,24.962,55.67,94.349,47.945,85.301,0.570829
2025-01-01 00:24:57,24.242,55.634,93.791,48.259,84.836,0.576052
2025-01-01 00:24:58,25.19,57.36,95.145,45.999,87.614,0.616754
2025-01-01 00:24:59,24.26,55.766,94.9,46.113,85.009,0.601996
2025-01-01 00:25:00,24.584,55.88,93.787,46.017,85.442,0.591597
2025-01-01 00:25:01,24.572,56.307,96.178,45.771,83.311,0.597613
2025-01-01 00:25:02,25.563,55.743,93.104,45.755,84.551,0.558526
2025-01-01 00:25:03,25.082,55.04,94.401,46.116,84.679,0.572311
2025-01-01 00:25:04,24.828,56.257,92.862,47.2,85.948,0.577465
2025-01-01 00:25:05,25.2,55.859,94.11,45.899,84.458,0.57331
2025-01-01 00:25:06,23.914,57.759,92.912,47.289,85.47,0.604138
2025-01-01 00:25:07,24.962,56.725,93.576,47.514,84.708,0.570991
2025-01-01 00:25:08,25.999,55.36,95.46,46.623,84.138,0.554341
2025-01-01 00:25:09,25.083,56.704,93.978,47.354,84.111,0.56755
2025-01-01 00:25:10,25.068,56.303,93.46,45.258,85.295,0.585976
2025-01-01 00:25:11,25.325,57.325,92.166,45.878,85.648,0.576312
2025-01-01 00:25:12,25.515,55.511,93.088,46.454,85.313,0.558841
2025-01-01 00:25:13,24.085,56.245,91.851,46.459,84.567,0.580167
2025-01-01 00:25:14,24.259,55.977,93.706,47.403,85.421,0.58853
2025-01-01 00:25:15,25.222,56.156,93.642,45.441,85.219,0.580958
2025-01-01 00:25:16,24.776,55.233,92.563,45.791,84.375,0.566306
2025-01-01 00:25:17,25.806,56.715,94.369,46.135,85.744,0.576964
2025-01-01 00:25:18,25.009,56.578,94.193,45.77,87.835,0.611367
2025-01-01 00:25:19,24.216,57.467,92.784,45.334,85.5,0.608823
2025-01-01 00:25:20,24.566,56.193,93.166,45.771,83.944,0.579229
2025-01-01 00:25:21,23.842,55.813,91.979,45.941,87.476,0.610389
2025-01-01 00:25:22,25.116,57.036,92.262,47.281,87.239,0.582175
2025-01-01 00:25:23,25.156,55.475,91.425,45.293,87.466,0.579894
2025-01-01 00:25:24,25.054,57.377,91.994,46.748,85.711,0.57546
2025-01-01 00:25:25,25.822,57.397,92.339,47.102,84.837,0.551476
2025-01-01 00:25:26,25.899,57.594,90.754,45.663,84.72,0.548704
2025-01-01 00:25:27,25.231,56.736,92.963,46.27,87.175,0.589639
2025-01-01 00:25:28,24.265,55.896,93.382,46.513,87.746,0.610401
2025-01-01 00:25:29,25.657,56.515,92.326,46.373,84.728,0.553014
2025-01-01 00:25:30,25.643,56.809,89.612,46.102,82.82,0.520672
2025-01-01 00:25:31,25.536,55.892,92.032,45.486,85.835,0.564497
2025-01-01 00:25:32,25.889,57.809,90.868,46.552,84.783,0.545324
2025-01-01 00:25:33,24.832,57.079,91.63,45.717,85.031,0.577407
2025-01-01 00:25:34,26.435,55.631,93.671,46.035,85.604,0.549279
2025-01-01 00:25:35,24.967,58.43,89.764,46.148,86.392,0.578009
2025-01-01 00:25:36,25.838,56.669,91.363,46.689,84.973,0.542359
2025-01-01 00:25:37,24.636,55.502,92.991,47.545,86.082,0.575717
2025-01-01 00:25:38,25.03,55.79,91.442,45.411,85.776,0.570469
2025-01-01 00:25:39,26.27,58.133,91.349,46.042,83.17,0.533389
2025-01-01 00:25:40,25.397,58.495,94.145,44.813,86.598,0.613407
2025-01-01 00:25:41,25.964,57.704,92.476,47.186,85.41,0.555771
2025-01-01 00:25:42,25.678,58.039,93.019,46.038,84.441,0.569269
2025-01-01 00:25:43,25.523,57.962,92.567,45.766,85.093,0.575971
2025-01-01 00:25:44,26.274,57.327,92.222,46.05,86.213,0.559156
2025-01-01 00:25:45,25.489,57.125,93.314,46.095,86.03,0.581503
2025-01-01 00:25:46,24.733,57.361,93.946,45.432,86.753,0.614865
2025-01-01 00:25:47,25.238,57.583,90.349,46.974,86.508,0.565182
2025-01-01 00:25:48,25.931,56.132,91.989,46.546,84.582,0.538974
2025-01-01 00:25:49,25.868,57.631,91.975,46.665,82.446,0.532846
2025-01-01 00:25:50,24.903,58.384,91.584,45.502,86.139,0.595517
2025-01-01 00:25:51,25.34,56.746,92.989,45.468,86.753,0.589952
2025-01-01 00:25:52,25.427,56.665,92.262,45.974,85.755,0.570117
2025-01-01 00:25:53,25.55,57.482,93.928,46.715,86.792,0.589059
2025-01-01 00:25:54,25.061,56.382,93.101,46.488,84.798,0.57094
2025-01-01 00:25:55,25.45,55.742,93.365,45.477,85.585,0.57353
2025-01-01 00:25:56,25.415,58.233,90.801,46.646,84.895,0.558718
