time,温度,湿度,A,B,C,label
2025-01-01 00:22:33,26.2,67.2,95.35,48.39,83.25,0
2025-01-01 00:22:34,26.16,67.07,95.2,48.26,83.25,0
2025-01-01 00:22:35,26.19,67.1,95.3,48.38,83.32,0
2025-01-01 00:22:36,26.19,67.03,95.27,48.35,83.39,0
2025-01-01 00:22:37,26.09,67.06,95.19,48.32,83.41,0
2025-01-01 00:22:38,26.08,66.97,95.27,48.37,83.39,0
2025-01-01 00:22:39,26.14,67.05,95.29,48.4,83.48,0
2025-01-01 00:22:40,26.0,66.91,95.08,48.52,83.39,0
2025-01-01 00:22:41,26.03,66.89,95.21,48.44,83.39,0
2025-01-01 00:22:42,26.04,66.84,95.12,48.38,83.41,0
2025-01-01 00:22:43,26.0,66.8,95.07,48.5,83.47,0
2025-01-01 00:22:44,26.08,66.97,95.09,48.55,83.55,0
2025-01-01 00:22:45,25.93,66.78,95.12,48.54,83.51,0
2025-01-01 00:22:46,25.96,66.8,95.05,48.58,83.57,0
2025-01-01 00:22:47,25.86,66.86,95.0,48.57,83.56,0
2025-01-01 00:22:48,25.87,66.76,95.17,48.58,83.71,0
2025-01-01 00:22:49,25.9,66.77,95.09,48.77,83.56,0
2025-01-01 00:22:50,25.81,66.71,95.06,48.58,83.62,0
2025-01-01 00:22:51,25.93,66.73,95.04,48.66,83.69,0
2025-01-01 00:22:52,25.78,66.8,95.14,48.73,83.66,0
2025-01-01 00:22:53,25.86,66.74,94.99,48.72,83.61,0
2025-01-01 00:22:54,25.81,66.7,94.96,48.75,83.62,0
2025-01-01 00:22:55,25.72,66.67,94.98,48.78,83.62,0
2025-01-01 00:22:56,25.76,66.61,94.98,48.81,83.73,0
2025-01-01 00:22:57,25.69,66.52,95.1,48.82,83.73,0
2025-01-01 00:22:58,25.76,66.75,94.94,48.9,83.71,0
2025-01-01 00:22:59,25.66,66.51,94.95,48.9,83.69,0
2025-01-01 00:23:00,25.72,66.53,95.02,48.91,83.76,0
2025-01-01 00:23:01,25.66,66.44,94.98,48.92,83.74,0
2025-01-01 00:23:02,25.52,66.55,94.97,49.05,83.85,0
2025-01-01 00:23:03,25.55,66.4,95.13,49.11,83.81,0
2025-01-01 00:23:04,25.6,66.4,95.02,49.01,83.72,0
2025-01-01 00:23:05,25.5,66.41,94.95,49.08,83.78,0
2025-01-01 00:23:06,25.51,66.43,95.02,49.11,83.89,0
2025-01-01 00:23:07,25.56,66.43,94.99,49.12,83.79,0
2025-01-01 00:23:08,25.49,66.38,95.08,49.22,83.78,0
2025-01-01 00:23:09,25.55,66.22,95.06,49.18,83.91,0
2025-01-01 00:23:10,25.41,66.34,94.95,49.2,83.84,0
2025-01-01 00:23:11,25.36,66.27,95.12,49.39,83.9,0
2025-01-01 00:23:12,25.49,66.25,95.06,49.27,83.92,0
2025-01-01 00:23:13,25.44,66.18,95.04,49.32,83.96,0
2025-01-01 00:23:14,25.34,66.18,95.15,49.41,83.99,0
2025-01-01 00:23:15,25.37,66.18,95.11,49.46,83.83,0
2025-01-01 00:23:16,25.29,66.2,95.06,49.38,83.87,0
2025-01-01 00:23:17,25.31,66.04,95.19,49.45,83.94,0
2025-01-01 00:23:18,25.34,66.13,95.14,49.54,83.92,0
2025-01-01 00:23:19,25.28,66.1,95.08,49.51,83.98,0
2025-01-01 00:23:20,25.31,65.94,95.16,49.54,84.0,0
2025-01-01 00:23:21,25.29,66.09,95.2,49.65,84.04,0
2025-01-01 00:23:22,25.25,65.98,95.19,49.65,83.96,0
2025-01-01 00:23:23,25.23,65.95,95.12,49.71,83.98,0
2025-01-01 00:23:24,25.3,65.84,95.15,49.68,84.04,0
2025-01-01 00:23:25,25.19,65.91,95.14,49.65,84.0,0
2025-01-01 00:23:26,25.09,65.84,95.24,49.69,84.07,0
2025-01-01 00:23:27,25.2,65.77,95.19,49.66,83.95,0
2025-01-01 00:23:28,25.15,65.8,95.28,49.73,84.03,0
2025-01-01 00:23:29,25.07,65.79,95.27,49.78,83.94,0
2025-01-01 00:23:30,25.12,65.78,95.35,49.89,84.0,0
2025-01-01 00:23:31,24.97,65.72,95.32,50.01,84.03,0
2025-01-01 00:23:32,25.11,65.74,95.31,49.95,84.01,0
2025-01-01 00:23:33,24.97,65.66,95.35,50.06,83.9,0
2025-01-01 00:23:34,25.05,65.6,95.32,50.07,84.04,0
2025-01-01 00:23:35,25.04,65.66,95.51,50.07,83.99,0
2025-01-01 00:23:36,24.97,65.65,95.4,50.04,83.98,0
2025-01-01 00:23:37,24.83,65.57,95.37,50.11,84.04,0
2025-01-01 00:23:38,24.89,65.62,95.42,50.2,84.03,0
2025-01-01 00:23:39,24.81,65.64,95.51,50.13,83.92,0
2025-01-01 00:23:40,24.86,65.47,95.55,50.19,84.02,0
2025-01-01 00:23:41,24.84,65.35,95.57,50.12,84.01,0
2025-01-01 00:23:42,24.79,65.43,95.67,50.23,84.04,0
2025-01-01 00:23:43,24.79,65.48,95.61,50.27,84.02,0
2025-01-01 00:23:44,24.77,65.32,95.64,50.34,84.05,0
2025-01-01 00:23:45,24.68,65.33,95.73,50.38,84.04,0
2025-01-01 00:23:46,24.75,65.29,95.76,50.41,83.95,0
2025-01-01 00:23:47,24.76,65.24,95.73,50.41,84.03,0
2025-01-01 00:23:48,24.55,65.26,95.8,50.39,83.97,0
2025-01-01 00:23:49,24.72,65.24,95.7,50.57,83.92,0
2025-01-01 00:23:50,24.71,65.22,95.82,50.57,83.93,0
2025-01-01 00:23:51,24.55,65.21,95.86,50.53,83.92,0
2025-01-01 00:23:52,24.65,65.11,95.96,50.53,83.9,0
2025-01-01 00:23:53,24.61,65.18,95.97,50.69,83.93,0
2025-01-01 00:23:54,24.57,65.04,96.0,50.69,83.99,0
2025-01-01 00:23:55,24.59,65.08,96.0,50.67,83.87,0
2025-01-01 00:23:56,24.57,64.97,96.12,50.68,83.9,0
2025-01-01 00:23:57,24.57,64.86,96.23,50.74,83.79,0
2025-01-01 00:23:58,24.52,64.93,96.16,50.84,83.92,0
2025-01-01 00:23:59,24.51,64.92,96.2,50.91,83.8,0
2025-01-01 00:24:00,24.48,64.87,96.29,50.81,83.78,0
2025-01-01 00:24:01,24.47,64.85,96.36,50.81,83.91,0
2025-01-01 00:24:02,24.56,64.78,96.26,50.89,83.84,0
2025-01-01 00:24:03,24.45,64.74,96.45,50.88,83.74,0
2025-01-01 00:24:04,24.45,64.63,96.4,51.12,83.82,0
2025-01-01 00:24:05,24.32,64.7,96.46,51.0,83.84,0
2025-01-01 00:24:06,24.31,64.76,96.52,51.06,83.76,0
2025-01-01 00:24:07,24.4,64.63,96.56,51.01,83.73,0
2025-01-01 00:24:08,24.35,64.59,96.55,51.05,83.8,0
2025-01-01 00:24:09,24.27,64.57,96.64,51.01,83.68,0
2025-01-01 00:24:10,24.3,64.51,96.74,51.19,83.78,0
2025-01-01 00:24:11,24.35,64.51,96.77,51.14,83.85,0
2025-01-01 00:24:12,24.34,64.48,96.8,51.26,83.7,0
2025-01-01 00:24:13,24.19,64.49,96.83,51.23,83.65,0
2025-01-01 00:24:14,24.12,64.42,96.92,51.23,83.75,0
2025-01-01 00:24:15,24.15,64.32,96.92,51.27,83.7,0
2025-01-01 00:24:16,24.13,64.41,97.07,51.29,83.71,0
2025-01-01 00:24:17,24.09,64.36,97.08,51.36,83.63,0
2025-01-01 00:24:18,23.98,64.24,97.05,51.3,83.62,0
2025-01-01 00:24:19,24.09,64.2,97.07,51.33,83.65,0
2025-01-01 00:24:20,24.06,64.18,97.16,51.41,83.6,0
2025-01-01 00:24:21,23.92,64.23,97.3,51.37,83.51,0
2025-01-01 00:24:22,24.03,64.1,97.29,51.34,83.49,0
2025-01-01 00:24:23,24.11,64.06,97.4,51.48,83.43,0
2025-01-01 00:24:24,24.04,64.07,97.37,51.5,83.53,0
2025-01-01 00:24:25,24.03,64.1,97.46,51.44,83.46,0
2025-01-01 00:24:26,24.12,64.04,97.61,51.6,83.48,0
2025-01-01 00:24:27,23.97,63.97,97.46,51.55,83.51,0
2025-01-01 00:24:28,23.91,63.95,97.65,51.53,83.4,0
2025-01-01 00:24:29,23.87,63.86,97.6,51.55,83.48,0
2025-01-01 00:24:30,23.85,63.87,97.69,51.67,83.45,0
2025-01-01 00:24:31,23.93,63.84,97.76,51.57,83.46,0
2025-01-01 00:24:32,23.83,63.83,97.88,51.62,83.39,0
2025-01-01 00:24:33,23.88,63.84,97.86,51.61,83.29,0
2025-01-01 00:24:34,23.84,63.73,97.92,51.59,83.32,0
2025-01-01 00:24:35,23.91,63.71,98.03,51.73,83.29,0
2025-01-01 00:24:36,23.84,63.67,98.04,51.68,83.24,0
2025-01-01 00:24:37,23.79,63.6,98.13,51.76,83.27,0
2025-01-01 00:24:38,23.82,63.58,98.11,51.74,83.2,0
2025-01-01 00:24:39,23.64,63.61,98.24,51.79,83.25,0
2025-01-01 00:24:40,23.69,63.54,98.28,51.78,83.11,0
2025-01-01 00:24:41,23.78,63.45,98.38,51.71,83.19,0
2025-01-01 00:24:42,23.73,63.44,98.39,51.84,83.22,0
2025-01-01 00:24:43,23.57,63.44,98.42,51.83,83.07,0
2025-01-01 00:24:44,23.62,63.36,98.47,51.89,82.96,0
2025-01-01 00:24:45,23.65,63.31,98.53,51.87,82.95,0
2025-01-01 00:24:46,23.61,63.22,98.67,51.82,82.98,0
2025-01-01 00:24:47,23.61,63.22,98.7,51.8,83.0,0
2025-01-01 00:24:48,23.66,63.36,98.77,51.93,82.86,0
2025-01-01 00:24:49,23.63,63.22,98.8,51.96,82.91,0
2025-01-01 00:24:50,23.52,63.17,98.83,51.96,82.84,0
2025-01-01 00:24:51,23.47,63.06,98.99,51.89,82.8,0
2025-01-01 00:24:52,23.47,63.07,98.95,51.87,82.94,0
2025-01-01 00:24:53,23.44,63.02,99.05,51.92,82.84,0
2025-01-01 00:24:54,23.52,62.98,99.07,52.01,82.77,0
2025-01-01 00:24:55,23.54,62.85,99.2,52.05,82.73,0
2025-01-01 00:24:56,23.42,62.94,99.23,51.94,82.7,0
2025-01-01 00:24:57,23.39,62.95,99.34,51.98,82.73,0
2025-01-01 00:24:58,23.39,62.81,99.35,51.97,82.61,0
2025-01-01 00:24:59,23.36,62.78,99.55,51.84,82.62,0
2025-01-01 00:25:00,23.45,62.78,99.54,51.99,82.57,0
2025-01-01 00:25:01,23.24,62.75,99.53,51.95,82.55,0
2025-01-01 00:25:02,23.42,62.82,99.64,51.97,82.48,0
2025-01-01 00:25:03,23.34,62.75,99.68,51.87,82.54,0
2025-01-01 00:25:04,23.35,62.54,99.76,52.02,82.47,0
2025-01-01 00:25:05,23.25,62.64,99.79,51.92,82.34,0
2025-01-01 00:25:06,23.33,62.58,99.88,51.98,82.39,0
2025-01-01 00:25:07,23.2,62.49,99.83,51.96,82.37,0
2025-01-01 00:25:08,23.27,62.47,100.04,52.07,82.4,0
2025-01-01 00:25:09,23.24,62.43,100.02,52.04,82.4,0
2025-01-01 00:25:10,23.22,62.49,100.05,51.94,82.33,0
2025-01-01 00:25:11,23.2,62.42,100.19,51.95,82.24,0
2025-01-01 00:25:12,23.1,62.26,100.3,52.04,82.24,0
2025-01-01 00:25:13,23.07,62.26,100.25,52.05,82.16,0
2025-01-01 00:25:14,23.09,62.24,100.34,52.06,82.11,0
2025-01-01 00:25:15,23.05,62.1,100.44,51.96,82.05,0
2025-01-01 00:25:16,23.17,62.2,100.5,52.05,82.12,0
2025-01-01 00:25:17,23.05,62.07,100.6,52.0,82.06,0
2025-01-01 00:25:18,23.04,62.12,100.59,51.97,82.09,0
2025-01-01 00:25:19,23.03,61.97,100.63,52.02,81.99,0
2025-01-01 00:25:20,23.04,61.98,100.77,51.92,81.96,0
2025-01-01 00:25:21,23.0,61.93,100.78,51.93,81.91,0
2025-01-01 00:25:22,23.03,61.75,100.83,51.93,81.95,0
2025-01-01 00:25:23,22.95,61.9,101.01,51.87,81.86,0
2025-01-01 00:25:24,22.95,61.83,100.96,51.89,81.94,0
2025-01-01 00:25:25,23.02,61.87,101.08,51.84,81.79,0
2025-01-01 00:25:26,23.01,61.73,101.17,51.95,81.83,0
2025-01-01 00:25:27,22.92,61.68,101.16,51.97,81.6,0
2025-01-01 00:25:28,22.83,61.7,101.22,51.89,81.71,0
2025-01-01 00:25:29,22.89,61.57,101.4,51.83,81.57,0
2025-01-01 00:25:30,22.96,61.6,101.36,51.89,81.64,0
2025-01-01 00:25:31,22.87,61.66,101.31,51.89,81.51,0
2025-01-01 00:25:32,22.94,61.55,101.45,51.87,81.56,0
2025-01-01 00:25:33,22.89,61.45,101.52,51.83,81.47,0
2025-01-01 00:25:34,22.88,61.36,101.62,51.8,81.4,0
2025-01-01 00:25:35,22.79,61.41,101.48,51.77,81.36,0
2025-01-01 00:25:36,22.84,61.34,101.71,51.86,81.41,0
2025-01-01 00:25:37,22.85,61.32,101.8,51.76,81.32,0
2025-01-01 00:25:38,22.81,61.28,101.91,51.75,81.32,0
2025-01-01 00:25:39,22.85,61.32,101.82,51.76,81.29,0
2025-01-01 00:25:40,22.81,61.17,101.92,51.77,81.17,0
2025-01-01 00:25:41,22.73,61.27,102.0,51.67,81.13,0
2025-01-01 00:25:42,22.75,61.08,102.05,51.7,81.2,0
2025-01-01 00:25:43,22.76,61.07,102.18,51.65,81.04,0
2025-01-01 00:25:44,22.7,61.14,102.19,51.65,81.14,0
2025-01-01 00:25:45,22.63,60.96,102.15,51.65,81.03,0
2025-01-01 00:25:46,22.76,61.0,102.27,51.61,80.99,0
2025-01-01 00:25:47,22.59,61.09,102.37,51.6,80.97,0
2025-01-01 00:25:48,22.69,60.9,102.37,51.6,80.92,0
2025-01-01 00:25:49,22.61,60.94,102.47,51.59,80.93,0
2025-01-01 00:25:50,22.64,60.85,102.55,51.49,80.83,0
2025-01-01 00:25:51,22.63,60.74,102.68,51.44,80.72,0
2025-01-01 00:25:52,22.68,60.79,102.56,51.52,80.82,0
2025-01-01 00:25:53,22.6,60.84,102.58,51.5,80.77,0
2025-01-01 00:25:54,22.63,60.66,102.71,51.46,80.71,0
2025-01-01 00:25:55,22.6,60.68,102.72,51.4,80.58,0
2025-01-01 00:25:56,22.54,60.64,102.83,51.52,80.6,0
2025-01-01 00:25:57,22.55,60.56,102.84,51.37,80.61,0
2025-01-01 00:25:58,22.54,60.47,102.88,51.32,80.51,0
2025-01-01 00:25:59,22.59,60.4,102.96,51.33,80.38,0
2025-01-01 00:26:00,22.47,60.4,102.99,51.3,80.42,0
2025-01-01 00:26:01,22.48,60.41,103.16,51.35,80.3,0
2025-01-01 00:26:02,22.52,60.34,103.13,51.22,80.36,0
2025-01-01 00:26:03,22.49,60.28,103.13,51.19,80.32,0
2025-01-01 00:26:04,22.5,60.31,103.2,51.2,80.32,0
2025-01-01 00:26:05,22.52,60.23,103.26,51.17,80.17,0
2025-01-01 00:26:06,22.44,60.23,103.35,51.12,80.2,0
2025-01-01 00:26:07,22.4,60.19,103.36,51.09,80.13,0
2025-01-01 00:26:08,22.43,60.09,103.44,51.06,80.19,0
2025-01-01 00:26:09,22.49,60.03,103.46,51.02,80.06,0
2025-01-01 00:26:10,22.51,60.02,103.52,51.05,79.98,0
2025-01-01 00:26:11,22.36,59.93,103.5,50.85,80.02,0
2025-01-01 00:26:12,22.49,59.96,103.52,50.93,79.93,0
2025-01-01 00:26:13,22.33,59.95,103.67,50.88,79.95,0
2025-01-01 00:26:14,22.45,59.97,103.82,50.86,80.01,0
2025-01-01 00:26:15,22.34,59.8,103.73,50.85,79.85,0
2025-01-01 00:26:16,22.29,59.78,103.82,50.84,79.8,0
2025-01-01 00:26:17,22.37,59.81,103.72,50.85,79.74,0
2025-01-01 00:26:18,22.34,59.76,103.78,50.73,79.62,0
2025-01-01 00:26:19,22.3,59.74,103.87,50.69,79.65,0
2025-01-01 00:26:20,22.24,59.58,103.94,50.66,79.69,0
2025-01-01 00:26:21,22.3,59.6,103.94,50.73,79.63,0
2025-01-01 00:26:22,22.31,59.58,103.98,50.69,79.54,0
2025-01-01 00:26:23,22.29,59.5,104.01,50.6,79.54,0
2025-01-01 00:26:24,22.35,59.53,104.01,50.66,79.46,0
2025-01-01 00:26:25,22.3,59.39,104.11,50.58,79.36,0
2025-01-01 00:26:26,22.29,59.46,104.13,50.6,79.38,0
2025-01-01 00:26:27,22.3,59.24,104.3,50.58,79.34,0
2025-01-01 00:26:28,22.15,59.33,104.14,50.49,79.34,0
2025-01-01 00:26:29,22.19,59.33,104.28,50.49,79.28,0
2025-01-01 00:26:30,22.16,59.28,104.26,50.33,79.3,0
2025-01-01 00:26:31,22.33,59.19,104.41,50.38,79.18,0
2025-01-01 00:26:32,22.18,59.24,104.3,50.38,79.13,0
2025-01-01 00:26:33,22.19,59.17,104.35,50.29,79.18,0
2025-01-01 00:26:34,22.28,59.11,104.37,50.25,79.08,0
2025-01-01 00:26:35,22.21,58.98,104.46,50.24,78.96,0
2025-01-01 00:26:36,22.14,58.97,104.45,50.3,79.01,0
2025-01-01 00:26:37,22.14,58.97,104.47,50.19,78.99,0
2025-01-01 00:26:38,22.23,58.91,104.59,50.19,78.89,0
2025-01-01 00:26:39,22.28,58.89,104.5,50.19,78.99,0
2025-01-01 00:26:40,22.16,58.81,104.56,50.11,78.91,0
2025-01-01 00:26:41,22.18,58.8,104.66,50.02,78.86,0
2025-01-01 00:26:42,22.13,58.78,104.61,50.0,78.75,0
2025-01-01 00:26:43,22.21,58.68,104.6,50.08,78.78,0
2025-01-01 00:26:44,22.02,58.65,104.57,49.89,78.54,0
2025-01-01 00:26:45,22.12,58.58,104.69,49.83,78.66,0
2025-01-01 00:26:46,22.1,58.67,104.78,49.91,78.6,0
2025-01-01 00:26:47,22.22,58.48,104.66,49.84,78.7,0
2025-01-01 00:26:48,22.1,58.51,104.67,49.85,78.59,0
2025-01-01 00:26:49,22.15,58.45,104.73,49.71,78.51,0
2025-01-01 00:26:50,22.05,58.38,104.76,49.72,78.44,0
2025-01-01 00:26:51,22.12,58.41,104.79,49.72,78.39,0
2025-01-01 00:26:52,22.1,58.37,104.74,49.72,78.35,0
2025-01-01 00:26:53,22.09,58.38,104.88,49.64,78.34,0
2025-01-01 00:26:54,22.13,58.32,104.82,49.57,78.22,0
2025-01-01 00:26:55,22.09,58.24,104.92,49.59,78.36,0
2025-01-01 00:26:56,22.04,58.26,104.85,49.58,78.18,0
2025-01-01 00:26:57,22.08,58.07,104.88,49.53,78.19,0
2025-01-01 00:26:58,22.01,58.17,104.9,49.46,78.18,0
2025-01-01 00:26:59,22.19,58.15,104.97,49.47,78.15,0
2025-01-01 00:27:00,21.94,58.02,104.9,49.32,78.05,0
2025-01-01 00:27:01,21.95,58.01,104.98,49.44,78.1,0
2025-01-01 00:27:02,22.0,57.88,104.86,49.29,78.0,0
2025-01-01 00:27:03,22.04,57.88,104.97,49.31,78.01,0
2025-01-01 00:27:04,22.1,57.84,104.98,49.29,77.95,0
2025-01-01 00:27:05,22.08,57.9,104.92,49.25,77.95,0
2025-01-01 00:27:06,22.02,57.85,104.99,49.32,77.83,0
2025-01-01 00:27:07,22.03,57.74,105.01,49.12,77.89,0
2025-01-01 00:27:08,22.0,57.71,104.92,49.14,77.89,0
2025-01-01 00:27:09,22.03,57.74,105.07,49.15,77.77,0
2025-01-01 00:27:10,22.05,57.64,104.97,49.03,77.81,0
2025-01-01 00:27:11,22.0,57.64,104.95,49.1,77.7,0
2025-01-01 00:27:12,22.01,57.63,105.04,49.05,77.61,0
2025-01-01 00:27:13,22.17,57.64,105.04,48.98,77.66,0
2025-01-01 00:27:14,21.99,57.58,105.01,48.95,77.61,0
2025-01-01 00:27:15,22.07,57.56,105.08,49.0,77.59,0
2025-01-01 00:27:16,21.85,57.45,105.0,48.94,77.58,0
2025-01-01 00:27:17,21.94,57.43,105.03,48.94,77.59,0
2025-01-01 00:27:18,22.04,57.34,104.99,48.88,77.52,0
2025-01-01 00:27:19,22.06,57.36,105.09,48.96,77.48,0
2025-01-01 00:27:20,21.81,57.35,104.96,48.78,77.43,0
2025-01-01 00:27:21,21.98,57.28,104.9,48.74,77.43,0
2025-01-01 00:27:22,22.03,57.24,104.93,48.72,77.36,0
2025-01-01 00:27:23,22.01,57.25,104.86,48.73,77.29,0
2025-01-01 00:27:24,21.92,57.19,104.99,48.74,77.37,0
2025-01-01 00:27:25,21.98,57.08,105.06,48.68,77.33,0
2025-01-01 00:27:26,22.0,56.97,104.84,48.64,77.32,0
2025-01-01 00:27:27,22.04,57.07,104.88,48.72,77.19,0
2025-01-01 00:27:28,22.01,56.99,104.91,48.68,77.17,0
2025-01-01 00:27:29,21.93,56.95,104.89,48.76,77.21,0
2025-01-01 00:27:30,21.98,56.86,104.8,48.52,77.16,0
2025-01-01 00:27:31,22.07,56.93,104.89,48.53,77.14,0
2025-01-01 00:27:32,21.97,56.93,104.86,48.52,76.99,0
2025-01-01 00:27:33,21.99,56.85,104.8,48.46,77.11,0
2025-01-01 00:27:34,21.93,56.82,104.81,48.46,76.99,0
2025-01-01 00:27:35,22.02,56.85,104.86,48.42,77.07,0
2025-01-01 00:27:36,21.99,56.76,104.85,48.29,76.94,0
2025-01-01 00:27:37,22.05,56.67,104.74,48.39,76.87,0
2025-01-01 00:27:38,22.0,56.73,104.81,48.51,76.98,0
2025-01-01 00:27:39,22.06,56.68,104.77,48.37,76.96,0
2025-01-01 00:27:40,22.08,56.52,104.69,48.36,76.93,0
2025-01-01 00:27:41,22.05,56.44,104.81,48.31,76.85,0
2025-01-01 00:27:42,21.97,56.61,104.7,48.28,76.88,0
2025-01-01 00:27:43,22.05,56.43,104.71,48.26,76.79,0
2025-01-01 00:27:44,21.91,56.34,104.73,48.37,76.79,0
2025-01-01 00:27:45,22.1,56.36,104.61,48.27,76.76,0
2025-01-01 00:27:46,22.01,56.39,104.6,48.29,76.79,0
2025-01-01 00:27:47,22.04,56.25,104.5,48.24,76.71,0
2025-01-01 00:27:48,22.03,56.26,104.67,48.15,76.6,0
2025-01-01 00:27:49,22.04,56.21,104.53,48.24,76.74,0
2025-01-01 00:27:50,21.95,56.16,104.51,48.23,76.76,0
2025-01-01 00:27:51,22.08,56.15,104.42,48.15,76.6,0
2025-01-01 00:27:52,22.07,56.14,104.37,48.14,76.65,0
2025-01-01 00:27:53,22.05,56.12,104.43,48.23,76.6,0
2025-01-01 00:27:54,22.02,56.01,104.39,48.02,76.56,0
2025-01-01 00:27:55,22.03,55.95,104.3,48.17,76.56,0
2025-01-01 00:27:56,22.05,56.0,104.32,48.18,76.53,0
2025-01-01 00:27:57,21.98,56.03,104.3,48.07,76.44,0
2025-01-01 00:27:58,22.07,55.91,104.33,48.08,76.45,0
2025-01-01 00:27:59,22.1,55.93,104.23,48.12,76.47,0
2025-01-01 00:28:00,22.07,55.9,104.21,48.07,76.52,0
2025-01-01 00:28:01,21.95,55.91,104.06,48.03,76.43,0
2025-01-01 00:28:02,22.06,55.83,104.06,48.07,76.38,0
2025-01-01 00:28:03,22.09,55.74,104.08,48.02,76.37,0
2025-01-01 00:28:04,22.09,55.76,104.01,48.0,76.41,0
2025-01-01 00:28:05,22.08,55.72,103.96,47.95,76.34,0
2025-01-01 00:28:06,22.05,55.64,103.93,48.07,76.33,0
2025-01-01 00:28:07,22.1,55.62,103.94,48.02,76.36,0
2025-01-01 00:28:08,22.06,55.65,103.88,47.95,76.32,0
2025-01-01 00:28:09,22.06,55.58,103.96,47.98,76.32,0
2025-01-01 00:28:10,22.02,55.53,103.76,47.98,76.23,0
2025-01-01 00:28:11,22.15,55.53,103.77,47.97,76.35,0
2025-01-01 00:28:12,22.08,55.34,103.75,47.95,76.3,0
2025-01-01 00:28:13,22.11,55.44,103.76,47.94,76.21,0
2025-01-01 00:28:14,22.13,55.45,103.61,47.97,76.25,0
2025-01-01 00:28:15,22.11,55.35,103.52,48.11,76.15,0
2025-01-01 00:28:16,22.13,55.31,103.65,47.93,76.3,0
2025-01-01 00:28:17,22.19,55.3,103.46,48.03,76.15,0
2025-01-01 00:28:18,22.22,55.2,103.46,47.97,76.13,0
2025-01-01 00:28:19,22.2,55.24,103.48,47.91,76.22,0
2025-01-01 00:28:20,22.29,55.16,103.47,47.99,76.09,0
2025-01-01 00:28:21,22.16,55.2,103.29,47.98,76.17,0
2025-01-01 00:28:22,22.18,55.15,103.29,48.03,76.11,0
2025-01-01 00:28:23,22.2,55.04,103.3,47.98,76.18,0
2025-01-01 00:28:24,22.19,55.07,103.16,47.96,76.03,0
2025-01-01 00:28:25,22.15,55.01,103.15,48.07,76.08,0
2025-01-01 00:28:26,22.17,54.92,103.11,48.09,76.16,0
2025-01-01 00:28:27,22.25,55.0,103.13,48.05,76.12,0
2025-01-01 00:28:28,22.21,54.86,102.96,48.04,76.08,0
2025-01-01 00:28:29,22.33,54.91,103.0,48.02,76.06,0
2025-01-01 00:28:30,22.18,54.83,102.92,48.05,76.11,0
2025-01-01 00:28:31,22.26,54.82,102.95,48.05,76.11,0
2025-01-01 00:28:32,22.24,54.85,102.83,48.08,75.93,0
2025-01-01 00:28:33,22.27,54.84,102.76,48.1,75.96,0
2025-01-01 00:28:34,22.24,54.77,102.7,48.15,76.03,0
2025-01-01 00:28:35,22.3,54.72,102.58,47.98,76.05,0
2025-01-01 00:28:36,22.3,54.66,102.49,48.14,76.01,0
2025-01-01 00:28:37,22.33,54.75,102.41,48.08,76.01,0
2025-01-01 00:28:38,22.38,54.55,102.56,48.13,76.01,0
2025-01-01 00:28:39,22.31,54.58,102.47,48.09,76.03,0
2025-01-01 00:28:40,22.31,54.53,102.49,48.17,76.04,0
2025-01-01 00:28:41,22.39,54.47,102.39,48.04,75.97,0
2025-01-01 00:28:42,22.32,54.54,102.26,48.17,76.01,0
2025-01-01 00:28:43,22.31,54.41,102.23,48.23,76.08,0
2025-01-01 00:28:44,22.32,54.49,102.12,48.27,76.05,0
2025-01-01 00:28:45,22.38,54.41,102.13,48.25,75.97,0
2025-01-01 00:28:46,22.32,54.38,102.1,48.29,75.95,0
2025-01-01 00:28:47,22.33,54.43,101.91,48.28,75.97,0
2025-01-01 00:28:48,22.48,54.3,101.96,48.28,76.01,0
2025-01-01 00:28:49,22.31,54.2,101.84,48.3,75.94,0
2025-01-01 00:28:50,22.37,54.31,101.82,48.3,76.04,0
2025-01-01 00:28:51,22.38,54.24,101.81,48.33,76.01,0
2025-01-01 00:28:52,22.56,54.16,101.71,48.42,75.99,0
2025-01-01 00:28:53,22.5,54.15,101.58,48.38,76.05,0
2025-01-01 00:28:54,22.52,54.25,101.55,48.44,75.99,0
2025-01-01 00:28:55,22.52,54.16,101.52,48.42,75.93,0
2025-01-01 00:28:56,22.43,54.12,101.35,48.46,76.06,0
2025-01-01 00:28:57,22.51,54.03,101.44,48.54,76.02,0
2025-01-01 00:28:58,22.53,54.07,101.34,48.45,76.02,0
2025-01-01 00:28:59,22.57,54.15,101.18,48.48,75.97,0
2025-01-01 00:29:00,22.61,53.98,101.12,48.54,76.12,0
2025-01-01 00:29:01,22.58,53.99,101.15,48.6,75.99,0
2025-01-01 00:29:02,22.55,53.94,101.01,48.53,76.1,0
2025-01-01 00:29:03,22.59,53.96,101.02,48.6,76.01,0
2025-01-01 00:29:04,22.56,53.92,100.96,48.61,76.04,0
2025-01-01 00:29:05,22.57,54.04,100.93,48.64,76.05,0
2025-01-01 00:29:06,22.58,53.85,100.84,48.55,75.99,0
2025-01-01 00:29:07,22.58,53.84,100.75,48.74,76.0,0
2025-01-01 00:29:08,22.59,53.88,100.71,48.74,76.18,0
2025-01-01 00:29:09,22.6,53.77,100.63,48.62,76.07,0
2025-01-01 00:29:10,22.69,53.78,100.61,48.73,76.06,0
2025-01-01 00:29:11,22.73,53.7,100.53,48.78,76.18,0
